,LINK,CLASS,CONTENT
887,0,1,"check out this video on youtube.
"
888,0,0,"who df is lauren bennett.
"
889,0,0,"socool.
"
890,0,0,"awesome.
"
891,0,0,"this is so coolwhy haven't i heard this before.
"
892,0,0,"i was going crazy fuckin crazy watchin this brah.
"
893,0,0,"i shuffled while listening to this song. the illness is spreading.
"
894,0,0,"way was their a guy warring a robot head.
"
895,0,0,"like the songs.
"
896,0,0,"almost 1 billion views, nice.
"
897,1,0,"sorry to all my hatersfor party rock en.
"
898,0,0,"i like it.
"
899,0,0,"gooooood.
"
900,0,0,"
"
901,0,0,"likeeeeeeeee.
"
902,0,0,"shuffle.
"
903,0,0,"lol so funny love it.
"
904,0,0,"good party.
"
905,0,1,"do not like this comment if you are not watching in 2004.
"
906,0,1,"check out this video on youtube.
"
907,0,1,"check out this playlist on youtube.
"
908,0,1,"check out this video on youtube.
"
909,0,1,"share your thoughts.
"
910,0,1,"subscribe me plzzzzzzz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz.
"
911,1,1,"youtube collaborator's anyone? subscribe to me, i'll subscribe back. i also will start uploading more youtube videos. a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23lmfao""lmfao/a.
"
912,0,1,"guys lmfaois going to have a reunion on june/27/15 at expo idaho gardens there going 2 performe live and there's going 2 be a press conference after to answer questions about were there been its all live on my channel i got publishing rights subscribe to my channel to watch the whole thing if you don't believe me look it up hope to see all you true fans there and yes it's free.
"
913,0,1,"iiiiiiiiiii love this shake it song oh sorry every shake it song i like watch subscribe and never unlike brooooo! shake it up.
"
914,0,1,"check out this playlist on youtubem.
"
915,1,1,"check out this video on youtube.
"
916,0,1,"check out this video on youtube.
"
917,0,1,"who's watching in 2015 subscribe for me.
"
918,0,1,"come subscribe.
"
919,0,1,"subscribe my channel please. pro plays.
"
920,0,1,"check out this video on youtube.
"
921,0,1,"check out this video on youtube.
"
922,0,1,"i just wanna see how many people like this comment. i'll give it a month or so.
"
923,0,1,"please don't like this comment if you are watching in 2015.
"
924,0,1,"check out this video on youtube.
"
925,0,1,"i like this comment and do not kill.
"
926,0,1,"check out this video on youtube.
"
927,0,1,"check out this playlist on youtube.
"
928,0,1,"check out this video on youtube.
"
929,0,1,"check out this video on youtube.
"
930,0,1,"check out this video on youtube.
"
931,0,1,"check out this video on youtubefb i.
"
932,0,1,"all school drop outs i knew as friends before they decided to drop school think there is no need for an id card or a certification to prove you are an educated clean in criminal record talented person to work in any entertainment field worldwide. they think they could be rich entertainers by consolidating with actors / actresses as well as singers for a share of profits.
"
933,0,1,"check out this video on youtube.
"
934,0,1,"check out this video on youtube.
"
935,0,1,"check out this video on youtube.
"
936,1,1,"check out this playlist on youtube.
"
937,0,1,"check out this video on youtube.
"
938,0,1,"check out this playlist on youtube.
"
939,0,1,"check out this video on youtube.
"
940,0,1,"check out this video on youtube.
"
941,0,1,"check out this video on youtube.
"
942,1,1,"view 851247920best youtube videoif subscribe to my channel pleasethank you! 3melhor vdeo do youtubese inscreva no meu canal por favorobrigado! 3mejor video youtubesi suscriba a mi canal por favorgracias! 3meilleur vido youtubesi vous abonner ma chane se il vous platmerci.
"
943,0,1,"we can have a party next share.
"
944,0,1,"lol check out my chanell and subscribe please i want 5000 subs thats it i am nearly their now.
"
945,0,1,"check out this video on youtube.
"
946,0,1,"check out this video on youtube.
"
947,0,1,"subscribe me. if you do that leave your name so i can subs back.
"
948,0,1,"check out this video on youtube.
"
949,0,1,"please subscribe to my channelthanks.
"
950,0,1,"hey guys i am 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me.
"
951,0,1,"check out melbourne shuffle, everybody.
"
952,0,1,"subscribe my channel.
"
953,0,1,"please suscribe i am bored of 5 subscribers try to get it to 20.
"
954,0,1,"subscribe if you are watching in 2015.
"
955,0,1,"check out this video on youtube.
"
956,0,1,"hey subscribe to mefor the peace in the world.
"
957,0,1,"check out this playlist on youtubea.
"
958,0,1,"check out this video on youtube.
"
959,0,1,"check out this playlist on youtube.
"
960,0,1,"like this comment for no reason.
"
961,0,1,"omg can this be the first video on youtube to hit 1 billion views like this comment of you agree.
"
962,0,1,"please help me get 100 subscribers by the end of the night. thanks.
"
963,0,1,"like this comment if you're watching this video when big bang happenedi do.
"
964,0,1,"check out this playlist on youtube.
"
965,0,1,"check out this playlist on youtube.
"
966,1,1,"/\/ \/ o \/ \/ \ you have been spooked by the spookinati share this to 666 people to be unspooked.
"
967,0,1,"like this comment if your watching in 2015 or 2016.
"
968,1,1,"help me get 10000000 subscribers by tomorrowjoking don't get butt hurt.
"
969,0,1,"check out this video on youtube.
"
970,0,1,"like this comment if you are watching this on 2015.
"
971,0,1,"check out this video on youtube.
"
972,0,1,"like this comment please.
"
973,0,1,"check out this playlist on youtube.
"
974,0,1,"like and subscribe.
"
975,0,1,"like this comment if you are watching on a phone.
"
976,1,1,"cool video lmfaovevo! you should check out my shuffling videos on my channel when you get the chance. it's much appreciated. cheers! a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23everydayimvaping""everydayimvaping/a.
"
977,0,1,"check out this playlist on youtube.
"
978,0,1,"check out this playlist on youtube: i tried.
"
979,1,1,"subscribe to span class=""proflinkwrapper""span class=""proflinkprefix""+/spana class=""proflink"" href=""https//plusgooglecom/104999962146104962510"" oid=""104999962146104962510""supermariologan/a/span if you thot the robot dudes r epic and awsome.
"
980,1,1,"if watching in 2015 subscribe to span class=""proflinkwrapper""span class=""proflinkprefix""+/spana class=""proflink"" href=""https//plusgooglecom/104999962146104962510"" oid=""104999962146104962510""supermariologan/a/span.
"
981,0,1,"check out this playlist on youtube.
"
982,0,1,"like this comment if you still jam out to this song after 4 years.
"
983,0,1,"subscribe.
"
984,0,1,"check out this video on youtube.
"
985,0,1,"this video has 800+m viewsand the channel got 3m subscribers.
"
986,0,1,"check out this video on youtube.
"
987,0,1,"subscribe to my chanell.
"
988,0,1,"los invito a subscribirse a mi canal.
"
989,0,1,"check out this video on youtube.
"
990,0,1,"check out this playlist on youtube.
"
991,1,1,"check out this video on youtubeopponents mm --=====++.
"
992,0,1,"check out this video on youtube.
"
993,0,1,"at 500 subscribers i'm sky diving help me reach my goal 3trust me, i'm a doctor.
"
994,0,1,"check out this video on youtube.
"
995,0,1,"check out this video on youtube.
"
996,0,1,"check out this video on youtube.
"
997,0,1,"check out this playlist on youtube.
"
998,0,1,"check out this playlist on youtube.
"
999,0,1,"check out this video on youtube.
"
1000,1,1,"a href=""https//mfreemyappscom/share/url/505b0232""https//mfreemyappscom/share/url/505b0232/a.
"
1001,0,1,"check out this video on youtube.
"
1002,0,1,"need money check my channel and subscribesoon will post how to get it.
"
1003,0,1,"check out this playlist on youtube.
"
1004,0,1,"like this comment for no reason.
"
1005,1,1,"youtube comments in a nut shell: first301 clubskip to a href=""http//wwwyoutubecom/watchv=kq6zr6kcpj8t=3m57s""357/a and close your eyesadvertisementslike this comment for no reasonchristianity arguementsother religious arguementsconsole warspcmasteracetrolls""how is there 1 million views on the this video if theres online 10 people on earth/complaintspewdiepie fangirlsminecraft scrubs/r/montageparodiesand any other shit.
"
1006,0,1,"check out this playlist on youtube.
"
1007,0,1,"check out this video on youtube.
"
1008,0,1,"please become my first subscriber. thank you.
"
1009,0,1,"can i get views and subscribers for no reason.
"
1010,0,1,"check out this video on youtube.
"
1011,0,1,"check out this video on youtube.
"
1012,0,1,"hello from russia comes to the channel subscribe.
"
1013,1,1,"check out my dance videos! you won't be disappointed! a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23kinglothedancer""kinglothedancer/a.
"
1014,0,1,"men stop being naive idiots believing in love and believing that women actually respect you. want a more fulfilling drama fee life? check out mgtow. there are many channels here on youtube that you can chose from which will give you all the information needed. caution: not for men who enjoy being disposable providers of utility.
"
1015,1,1,"pleas subscribe on me for ps4 games videoi/iif you have som tips so contact me on kik or skypei/ikik: pander26skype: sandernicolaysen2i/ipleas subscribe on me and kashoo gaming.
"
1016,0,1,"check out this playlist on youtube.
"
1017,0,1,"check out this video on youtube.
"
1018,0,1,"check out this playlist on youtube.
"
1019,1,1,"check out this video on youtube.
"
1020,1,1,"now that i have your attention! subscribe to my channel! gracias.
"
1021,0,1,"check out this video on youtube.
"
1022,0,1,"check out this video on youtube.
"
1023,0,1,"check out this video on youtube.
"
1024,0,1,"check out this video on youtube.
"
1025,1,1,"a href=""https//mfreemyappscom/share/url/10b35481""https//mfreemyappscom/share/url/10b35481/a.
"
1026,0,1,"check out this video on youtube.
"
1027,0,1,"check out this playlist on youtubea.
"
1028,0,1,"check out this video on youtube.
"
1029,0,1,"check out this playlist on youtubehbbhhhgh.
"
1030,0,1,"check out this playlist on youtube.
"
1031,0,1,"like and subscrib if you watch in 2015.
"
1032,0,1,"check out this video on youtube.
"
1033,0,1,"check out this video on youtubehjalp.
"
1034,0,1,"check out this video on youtube.
"
1035,0,1,"check out this video on youtube.
"
1036,0,1,"check out this video on youtube.
"
1037,0,1,"check out this video on youtube.
"
1038,0,1,"check out this video on youtube.
"
1039,0,1,"check out this video on youtube.
"
1040,0,1,"check out this video on youtubeqq.
"
1041,0,1,"check out this video on youtube.
"
1042,1,1,"a href=""http//wwwgofundmecom/helpmypitbull""http//wwwgofundmecom/helpmypitbull/a can you please donate to help my pitbull please! i just need 50 dollars to take it to the vet.
"
1043,0,1,"check out this video on youtube.
"
1044,0,1,"check out this video on youtube.
"
1045,0,1,"dear friends please subscribe to my channel i will be very glad to see you virucide.
"
1046,0,1,"check out this video on youtube.
"
1047,0,1,"check out this video on youtube.
"
1048,1,1,"subscribe to my channel tweet follow me on twitter //therealterrell and i will follow you back.
"
1049,0,1,"want a subscribe? tell me about your channel and i will subscribe with a couple exceptions.
"
1050,0,1,"check out this playlist on youtube.
"
1051,0,1,"subscribe i'll subscribe back.
"
1052,0,1,"check out this playlist on youtube.
"
1053,0,1,"check out this playlist on youtubepl.
"
1054,0,1,"check out this video on youtube.
"
1055,0,1,"check out this video on youtube.
"
1056,0,1,"check out this video on youtube.
"
1057,0,1,"check out this video on youtubelo.
"
1058,0,1,"check out this video on youtube.
"
1059,0,1,"check out this video on youtube.
"
1060,0,1,"check out this video on youtube: i.
"
1061,0,1,"check out this video on youtube.
"
1062,0,1,"subscribe to my channel yo - dj feelz.
"
1063,0,1,"hey guys subscribe to my chanel and i will subscribe back and like all your vids.
"
1064,0,1,"check out this video on youtube.
"
1065,0,1,"check out this video on youtube.
"
1066,0,1,"white people are going extinct for more information subscribe to my channel or search for videos on ""white genocide"" thank you.
"
1067,0,1,"check out this video on youtube.
"
1068,0,1,"check out this video on youtube.
"
1069,0,1,"check out this video on youtube.
"
1070,0,1,"subscribers please`.
"
1071,0,1,"yo like what up this song is fricking beast anywon herd the see mee rollin or i woke up in a new buggti check out nuketown rap i was shooting in it see my nice quick scoping things training for faze adoult freind sang i was at my freinds house doing it we just had the rap going and we were doing fun things.
"
1072,0,1,"hi everyone this is cool check out sexy and i know it.
"
1073,1,1,"check out our app to solve all your party/drunk problemsa href=""https//playgooglecom/store/apps/detailsid=vnibitapplockerhl=en""https//playgooglecom/store/apps/detailsid=vnibitapplockerhl=en/a.
"
